DateUpdated,AgeGroups,Total cases,Confirmed cases,Probable cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths
02/28/2022,10-19,93888,83821,10067,20720,4,4,0
02/28/2022,20-29,123643,108526,15117,26568,25,22,3
02/28/2022,30-39,117836,104960,12876,26634,95,78,17
02/28/2022,40-49,100170,89889,10281,23146,234,190,44
02/28/2022,50-59,99090,89294,9796,19079,684,579,105
02/28/2022,60-69,64762,58935,5827,14700,1522,1298,224
02/28/2022,70-79,31842,29172,2670,11792,2346,1966,380
02/28/2022,80 and older,25457,22706,2751,15415,5558,4433,1125
03/01/2022,0-9,65501,60214,5287,17400,2,2,0
03/01/2022,10-19,93915,83845,10070,20726,4,4,0
03/01/2022,20-29,123672,108548,15124,26574,25,22,3
03/01/2022,30-39,117853,104974,12879,26638,95,78,17
03/01/2022,40-49,100190,89909,10281,23150,234,190,44
03/01/2022,50-59,99111,89313,9798,19083,684,579,105
03/01/2022,60-69,64781,58953,5828,14704,1522,1298,224
03/01/2022,70-79,31851,29181,2670,11796,2346,1966,380
03/01/2022,80 and older,25465,22715,2750,15420,5559,4433,1126
03/02/2022,0-9,65522,60234,5288,17405,2,2,0
03/02/2022,10-19,93944,83872,10072,20732,4,4,0
03/02/2022,20-29,123731,108594,15137,26587,25,22,3
03/02/2022,30-39,117888,105008,12880,26646,97,80,17
03/02/2022,40-49,100216,89932,10284,23156,236,192,44
03/02/2022,50-59,99133,89332,9801,19087,687,581,106
03/02/2022,60-69,64808,58976,5832,14710,1531,1307,224
03/02/2022,70-79,31864,29191,2673,11801,2353,1972,381
03/02/2022,80 and older,25483,22726,2757,15431,5577,4444,1133
03/03/2022,0-9,65582,60294,5288,17421,2,2,0
03/03/2022,10-19,94014,83940,10074,20748,4,4,0
03/03/2022,20-29,123855,108715,15140,26613,25,22,3
03/03/2022,30-39,117982,105103,12879,26667,98,81,17
03/03/2022,40-49,100286,90001,10285,23173,236,192,44
03/03/2022,50-59,99186,89383,9803,19097,688,582,106
03/03/2022,60-69,64861,59029,5832,14722,1531,1307,224
03/03/2022,70-79,31902,29226,2676,11815,2353,1972,381
03/03/2022,80 and older,25513,22757,2756,15449,5578,4444,1134
03/04/2022,0-9,65651,60334,5317,17440,2,2,0
03/04/2022,10-19,94085,83990,10095,20763,4,4,0
03/04/2022,20-29,123933,108781,15152,26630,25,22,3
03/04/2022,30-39,118040,105151,12889,26680,100,83,17
03/04/2022,40-49,100320,90030,10290,23180,236,192,44
03/04/2022,50-59,99235,89429,9806,19107,691,585,106
03/04/2022,60-69,64895,59059,5836,14730,1535,1311,224
03/04/2022,70-79,31927,29252,2675,11824,2361,1979,382
03/04/2022,80 and older,25528,22767,2761,15458,5589,4448,1141
03/07/2022,0-9,66015,60692,5323,17536,2,2,0
07/14/2021,0-9,21623,20227,1396,5744,1,1,0
07/14/2021,10-19,41892,37991,3901,9245,3,3,0
07/14/2021,20-29,61475,55044,6431,13209,10,10,0
07/14/2021,30-39,54519,49430,5089,12323,43,41,2
07/14/2021,40-49,48850,44789,4061,11287,152,120,32
07/14/2021,50-59,52203,48281,3922,10051,465,394,71
07/14/2021,60-69,34565,32350,2215,7846,1093,943,150
07/14/2021,70-79,17735,16679,1056,6568,1854,1569,285
07/14/2021,80 and older,16602,15137,1465,10053,4658,3729,929
07/15/2021,0-9,21635,20233,1402,5747,1,1,0
07/15/2021,10-19,41910,38001,3909,9249,3,3,0
07/15/2021,20-29,61510,55066,6444,13217,10,10,0
07/15/2021,30-39,54551,49445,5106,12330,43,41,2
07/15/2021,40-49,48868,44801,4067,11292,152,120,32
07/15/2021,50-59,52222,48291,3931,10055,466,394,72
07/15/2021,60-69,34572,32355,2217,7847,1094,944,150
07/15/2021,70-79,17744,16685,1059,6571,1855,1570,285
07/15/2021,80 and older,16602,15137,1465,10053,4658,3729,929
07/16/2021,0-9,21645,20240,1405,5750,1,1,0
07/16/2021,10-19,41927,38016,3911,9253,3,3,0
07/16/2021,20-29,61545,55090,6455,13224,10,10,0
07/16/2021,30-39,54579,49464,5115,12336,43,41,2
07/16/2021,40-49,48890,44818,4072,11297,152,120,32
07/16/2021,50-59,52238,48300,3938,10058,466,394,72
07/16/2021,60-69,34578,32359,2219,7848,1094,944,150
07/16/2021,70-79,17746,16687,1059,6572,1855,1570,285
07/16/2021,80 and older,16604,15139,1465,10054,4658,3729,929
07/19/2021,0-9,21685,20274,1411,5760,1,1,0
07/19/2021,10-19,41991,38066,3925,9267,3,3,0
07/19/2021,20-29,61645,55170,6475,13246,10,10,0
07/19/2021,30-39,54644,49520,5124,12351,43,41,2
07/19/2021,40-49,48934,44855,4079,11307,152,120,32
07/19/2021,50-59,52296,48353,3943,10069,466,394,72
07/19/2021,60-69,34599,32376,2223,7853,1094,944,150
07/19/2021,70-79,17760,16698,1062,6577,1855,1570,285
07/19/2021,80 and older,16607,15142,1465,10056,4658,3729,929
07/20/2021,0-9,21702,20290,1412,5765,1,1,0
07/20/2021,10-19,42014,38084,3930,9272,3,3,0
07/20/2021,20-29,61691,55201,6490,13256,10,10,0
07/20/2021,30-39,54686,49554,5132,12360,43,41,2
07/20/2021,40-49,48961,44877,4084,11313,152,120,32
07/20/2021,50-59,52331,48375,3956,10076,466,395,71
07/20/2021,60-69,34618,32393,2225,7858,1094,944,150
07/20/2021,70-79,17767,16703,1064,6580,1855,1570,285
07/20/2021,80 and older,16609,15145,1464,10057,4658,3729,929
07/21/2021,0-9,21733,20315,1418,5773,1,1,0
07/21/2021,10-19,42047,38105,3942,9279,3,3,0
07/21/2021,20-29,61744,55229,6515,13267,10,10,0
07/21/2021,30-39,54719,49577,5142,12368,43,41,2
07/21/2021,40-49,48991,44893,4098,11320,152,120,32
07/21/2021,50-59,52356,48393,3963,10081,466,395,71
07/21/2021,60-69,34633,32402,2231,7861,1094,944,150
07/21/2021,70-79,17773,16705,1068,6582,1855,1570,285
07/21/2021,80 and older,16611,15146,1465,10059,4658,3729,929
07/22/2021,0-9,21767,20347,1420,5782,1,1,0
07/22/2021,10-19,42086,38139,3947,9288,3,3,0
07/22/2021,20-29,61811,55280,6531,13282,10,10,0
07/22/2021,30-39,54764,49611,5153,12378,43,41,2
07/22/2021,40-49,49029,44926,4103,11329,153,121,32
07/22/2021,50-59,52397,48422,3975,10088,466,395,71
07/22/2021,60-69,34653,32419,2234,7865,1094,944,150
07/22/2021,70-79,17780,16712,1068,6585,1857,1572,285
07/22/2021,80 and older,16616,15151,1465,10062,4659,3730,929
07/23/2021,0-9,21787,20365,1422,5788,1,1,0
07/23/2021,10-19,42112,38159,3953,9293,3,3,0
07/23/2021,20-29,61868,55325,6543,13294,10,10,0
07/23/2021,30-39,54796,49639,5157,12385,43,41,2
07/23/2021,40-49,49062,44952,4110,11336,153,121,32
07/23/2021,50-59,52424,48449,3975,10094,466,395,71
07/23/2021,60-69,34666,32430,2236,7868,1094,944,150
07/23/2021,70-79,17783,16716,1067,6586,1857,1572,285
07/23/2021,80 and older,16617,15152,1465,10062,4659,3730,929
09/20/2021,0-9,25767,23860,1907,6845,1,1,0
09/20/2021,10-19,46686,41931,4755,10303,4,4,0
09/20/2021,20-29,68291,60421,7870,14674,11,11,0
09/20/2021,30-39,60501,54252,6249,13675,46,44,2
09/20/2021,40-49,53410,48558,4852,12341,161,129,32
09/20/2021,50-59,56222,51590,4632,10825,494,416,78
09/20/2021,60-69,37321,34698,2623,8471,1120,967,153
09/20/2021,70-79,19228,17970,1258,7121,1893,1604,289
09/20/2021,80 and older,17438,15832,1606,10559,4732,3786,946
09/21/2021,0-9,25819,23911,1908,6859,2,1,1
09/21/2021,10-19,46724,41969,4755,10311,4,4,0
09/21/2021,20-29,68351,60483,7868,14687,11,11,0
09/21/2021,30-39,60563,54312,6251,13689,46,44,2
09/21/2021,40-49,53464,48611,4853,12354,161,129,32
09/21/2021,50-59,56272,51642,4630,10834,496,418,78
09/21/2021,60-69,37364,34741,2623,8481,1120,967,153
09/21/2021,70-79,19253,17995,1258,7130,1898,1608,290
09/21/2021,80 and older,17451,15843,1608,10567,4739,3791,948
09/22/2021,0-9,25904,23994,1910,6881,2,1,1
09/22/2021,10-19,46794,42040,4754,10327,4,4,0
09/22/2021,20-29,68412,60544,7868,14700,11,11,0
09/22/2021,30-39,60640,54394,6246,13706,47,45,2
09/22/2021,40-49,53542,48684,4858,12372,161,129,32
09/22/2021,50-59,56332,51703,4629,10846,496,418,78
09/22/2021,60-69,37400,34777,2623,8489,1121,968,153
09/22/2021,70-79,19269,18010,1259,7136,1899,1609,290
09/22/2021,80 and older,17458,15851,1607,10572,4743,3796,947
09/23/2021,0-9,25990,24076,1914,6904,1,1,0
09/23/2021,10-19,46889,42132,4757,10348,4,4,0
09/23/2021,20-29,68502,60631,7871,14719,11,11,0
09/23/2021,30-39,60732,54480,6252,13727,47,45,2
09/23/2021,40-49,53627,48766,4861,12391,161,129,32
09/23/2021,50-59,56392,51763,4629,10858,496,418,78
09/23/2021,60-69,37453,34827,2626,8501,1121,968,153
09/23/2021,70-79,19292,18035,1257,7145,1899,1609,290
09/23/2021,80 and older,17466,15859,1607,10576,4743,3796,947
09/24/2021,0-9,26051,24132,1919,6920,1,1,0
09/24/2021,10-19,46958,42195,4763,10363,4,4,0
09/24/2021,20-29,68570,60693,7877,14734,11,11,0
09/24/2021,30-39,60811,54555,6256,13745,47,45,2
09/24/2021,40-49,53684,48818,4866,12404,162,130,32
09/24/2021,50-59,56447,51816,4631,10868,497,419,78
09/24/2021,60-69,37501,34871,2630,8512,1129,976,153
09/24/2021,70-79,19313,18054,1259,7152,1901,1610,291
09/24/2021,80 and older,17479,15871,1608,10584,4749,3800,949
09/27/2021,0-9,26229,24269,1960,6967,1,1,0
09/27/2021,10-19,47173,42363,4810,10410,4,4,0
09/27/2021,20-29,68792,60861,7931,14782,12,11,1
09/27/2021,30-39,61056,54758,6298,13800,47,44,3
09/27/2021,40-49,53839,48947,4892,12440,161,129,32
09/27/2021,50-59,56610,51952,4658,10900,504,420,84
09/27/2021,60-69,37623,34966,2657,8540,1140,983,157
09/27/2021,70-79,19381,18093,1288,7178,1920,1616,304
09/27/2021,80 and older,17558,15901,1657,10632,4804,3817,987
09/28/2021,0-9,26294,24330,1964,6985,1,1,0
09/28/2021,10-19,47262,42442,4820,10430,4,4,0
09/28/2021,20-29,68870,60927,7943,14798,13,12,1
09/28/2021,30-39,61145,54839,6306,13820,48,45,3
07/26/2021,0-9,21846,20417,1429,5803,1,1,0
07/26/2021,10-19,42193,38223,3970,9311,3,3,0
07/26/2021,20-29,62006,55418,6588,13324,10,10,0
07/26/2021,30-39,54900,49710,5190,12409,43,41,2
07/26/2021,40-49,49134,45012,4122,11353,153,121,32
07/26/2021,50-59,52481,48488,3993,10105,466,395,71
07/26/2021,60-69,34715,32469,2246,7880,1094,944,150
07/26/2021,70-79,17796,16726,1070,6591,1858,1572,286
07/26/2021,80 and older,16632,15163,1469,10071,4660,3731,929
07/27/2021,0-9,21899,20463,1436,5817,1,1,0
07/27/2021,10-19,42252,38276,3976,9324,3,3,0
07/27/2021,20-29,62115,55512,6603,13347,10,10,0
07/27/2021,30-39,54994,49790,5204,12430,43,41,2
07/27/2021,40-49,49198,45067,4131,11368,153,121,32
07/27/2021,50-59,52529,48528,4001,10114,466,395,71
07/27/2021,60-69,34747,32494,2253,7887,1094,944,150
07/27/2021,70-79,17819,16747,1072,6599,1858,1572,286
07/27/2021,80 and older,16639,15169,1470,10076,4660,3731,929
07/28/2021,0-9,21940,20499,1441,5828,1,1,0
07/28/2021,10-19,42303,38323,3980,9336,3,3,0
07/28/2021,20-29,62193,55577,6616,13364,10,10,0
07/28/2021,30-39,55065,49845,5220,12446,43,41,2
07/28/2021,40-49,49251,45111,4140,11380,153,121,32
07/28/2021,50-59,52580,48569,4011,10124,466,395,71
07/28/2021,60-69,34772,32516,2256,7892,1094,944,150
07/28/2021,70-79,17833,16758,1075,6604,1858,1572,286
07/28/2021,80 and older,16646,15175,1471,10080,4660,3731,929
07/29/2021,0-9,21976,20532,1444,5838,1,1,0
07/29/2021,10-19,42343,38356,3987,9344,3,3,0
07/29/2021,20-29,62275,55644,6631,13381,10,10,0
07/29/2021,30-39,55119,49888,5231,12458,43,41,2
07/29/2021,40-49,49298,45146,4152,11391,153,121,32
07/29/2021,50-59,52619,48601,4018,10131,467,395,72
07/29/2021,60-69,34794,32534,2260,7897,1095,945,150
07/29/2021,70-79,17845,16769,1076,6609,1860,1574,286
07/29/2021,80 and older,16653,15179,1474,10084,4661,3731,930
07/30/2021,0-9,22031,20581,1450,5852,1,1,0
07/30/2021,10-19,42400,38395,4005,9357,3,3,0
07/30/2021,20-29,62400,55734,6666,13408,10,10,0
07/30/2021,30-39,55227,49963,5264,12483,43,41,2
07/30/2021,40-49,49342,45175,4167,11401,153,121,32
07/30/2021,50-59,52669,48636,4033,10141,467,395,72
07/30/2021,60-69,34833,32561,2272,7906,1095,945,150
07/30/2021,70-79,17849,16773,1076,6610,1860,1574,286
07/30/2021,80 and older,16662,15185,1477,10090,4661,3731,930
08/02/2021,0-9,22162,20693,1469,5887,1,1,0
08/02/2021,10-19,42563,38522,4041,9393,3,3,0
08/02/2021,20-29,62681,55956,6725,13469,10,10,0
08/02/2021,30-39,55453,50137,5316,12534,43,41,2
08/02/2021,40-49,49518,45326,4192,11442,153,121,32
08/02/2021,50-59,52780,48723,4057,10162,467,395,72
08/02/2021,60-69,34922,32640,2282,7927,1095,945,150
08/02/2021,70-79,17895,16809,1086,6627,1860,1574,286
08/02/2021,80 and older,16684,15200,1484,10103,4661,3731,930
08/03/2021,0-9,22214,20743,1471,5901,1,1,0
08/03/2021,10-19,42636,38594,4042,9409,3,3,0
08/03/2021,20-29,62805,56072,6733,13495,10,10,0
08/03/2021,30-39,55555,50238,5317,12557,43,41,2
08/03/2021,40-49,49585,45397,4188,11457,153,121,32
08/03/2021,50-59,52843,48786,4057,10174,467,395,72
08/03/2021,60-69,34971,32688,2283,7938,1095,945,150
08/03/2021,70-79,17931,16844,1087,6641,1860,1574,286
08/03/2021,80 and older,16702,15219,1483,10114,4660,3734,926
08/04/2021,0-9,22273,20787,1486,5917,1,1,0
08/04/2021,10-19,42710,38647,4063,9425,3,3,0
08/04/2021,20-29,62941,56158,6783,13524,10,10,0
08/04/2021,30-39,55647,50293,5354,12578,43,41,2
08/04/2021,40-49,49649,45448,4201,11472,153,121,32
08/04/2021,50-59,52899,48828,4071,10185,467,395,72
08/04/2021,60-69,35000,32708,2292,7944,1095,945,150
08/04/2021,70-79,17948,16859,1089,6647,1860,1574,286
08/04/2021,80 and older,16712,15227,1485,10120,4660,3734,926
09/28/2021,40-49,53919,49022,4897,12459,165,131,34
09/28/2021,50-59,56662,51998,4664,10910,510,424,86
09/28/2021,60-69,37677,35018,2659,8552,1146,988,158
09/28/2021,70-79,19416,18125,1291,7191,1930,1625,305
09/28/2021,80 and older,17570,15910,1660,10639,4809,3819,990
12/16/2021,0-9,33977,31212,2765,9026,1,1,0
12/16/2021,10-19,55765,49723,6042,12307,4,4,0
12/16/2021,20-29,78758,68985,9773,16923,19,16,3
12/16/2021,30-39,71916,63928,7988,16255,63,54,9
12/16/2021,40-49,62867,56643,6224,14526,182,146,36
12/16/2021,50-59,65038,59069,5969,12522,533,447,86
12/16/2021,60-69,43655,40152,3503,9909,1223,1049,174
12/16/2021,70-79,21987,20339,1648,8143,2017,1700,317
12/16/2021,80 and older,19103,17266,1837,11568,4960,3954,1006
12/17/2021,0-9,34182,31401,2781,9080,1,1,0
12/17/2021,10-19,55978,49905,6073,12354,4,4,0
12/17/2021,20-29,79009,69157,9852,16977,19,16,3
12/17/2021,30-39,72192,64132,8060,16317,63,54,9
12/17/2021,40-49,63088,56812,6276,14577,182,146,36
12/17/2021,50-59,65206,59204,6002,12555,533,447,86
12/17/2021,60-69,43773,40251,3522,9936,1223,1049,174
12/17/2021,70-79,22026,20377,1649,8157,2017,1700,317
12/17/2021,80 and older,19130,17291,1839,11584,4960,3954,1006
12/20/2021,0-9,35032,32225,2807,9306,1,1,0
12/20/2021,10-19,56920,50822,6098,12561,4,4,0
12/20/2021,20-29,80060,70135,9925,17203,19,16,3
12/20/2021,30-39,73242,65137,8105,16555,63,53,10
12/20/2021,40-49,63947,57637,6310,14776,185,149,36
12/20/2021,50-59,65930,59885,6045,12694,539,452,87
12/20/2021,60-69,44220,40684,3536,10037,1228,1051,177
12/20/2021,70-79,22211,20556,1655,8226,2027,1709,318
12/20/2021,80 and older,19227,17384,1843,11643,4976,3965,1011
12/21/2021,0-9,35740,32864,2876,9494,1,1,0
12/21/2021,10-19,57835,51641,6194,12763,4,4,0
12/21/2021,20-29,81024,70934,10090,17410,19,16,3
12/21/2021,30-39,74298,66020,8278,16793,67,57,10
12/21/2021,40-49,64813,58390,6423,14976,187,150,37
12/21/2021,50-59,66715,60534,6181,12845,543,456,87
12/21/2021,60-69,44644,41050,3594,10133,1234,1056,178
12/21/2021,70-79,22399,20714,1685,8295,2033,1710,323
12/21/2021,80 and older,19321,17461,1860,11700,4988,3974,1014
12/22/2021,0-9,36163,33269,2894,9606,1,1,0
12/22/2021,10-19,58396,52160,6236,12887,4,4,0
12/22/2021,20-29,81585,71454,10131,17531,19,16,3
12/22/2021,30-39,74903,66577,8326,16930,67,58,9
12/22/2021,40-49,65263,58809,6454,15080,187,150,37
12/22/2021,50-59,67105,60885,6220,12920,543,456,87
12/22/2021,60-69,44901,41281,3620,10192,1235,1057,178
12/22/2021,70-79,22482,20788,1694,8326,2034,1711,323
12/22/2021,80 and older,19356,17496,1860,11721,4988,3974,1014
12/23/2021,0-9,36507,33586,2921,9698,1,1,0
12/23/2021,10-19,58952,52649,6303,13010,4,4,0
12/23/2021,20-29,82201,71989,10212,17663,19,16,3
12/23/2021,30-39,75523,67108,8415,17070,67,58,9
12/23/2021,40-49,65764,59248,6516,15196,187,150,37
12/23/2021,50-59,67558,61290,6268,13007,543,456,87
12/23/2021,60-69,45111,41460,3651,10239,1235,1057,178
12/23/2021,70-79,22560,20859,1701,8355,2033,1710,323
08/05/2021,0-9,22367,20877,1490,5942,1,1,0
08/05/2021,10-19,42794,38720,4074,9444,3,3,0
08/05/2021,20-29,63090,56280,6810,13556,10,10,0
08/05/2021,30-39,55758,50396,5362,12603,44,42,2
08/05/2021,40-49,49716,45510,4206,11488,153,121,32
08/05/2021,50-59,52959,48883,4076,10197,468,396,72
08/05/2021,60-69,35038,32742,2296,7953,1095,945,150
08/05/2021,70-79,17975,16883,1092,6657,1860,1574,286
08/05/2021,80 and older,16727,15240,1487,10129,4662,3735,927
08/06/2021,0-9,22440,20933,1507,5961,1,1,0
08/06/2021,10-19,42878,38786,4092,9463,3,3,0
08/06/2021,20-29,63278,56434,6844,13597,10,10,0
08/06/2021,30-39,55888,50497,5391,12632,44,42,2
08/06/2021,40-49,49799,45578,4221,11507,153,121,32
08/06/2021,50-59,53046,48957,4089,10213,468,396,72
08/06/2021,60-69,35083,32779,2304,7963,1095,945,150
08/06/2021,70-79,18002,16908,1094,6667,1860,1574,286
08/06/2021,80 and older,16741,15251,1490,10137,4662,3735,927
08/09/2021,0-9,22585,21059,1526,6000,1,1,0
08/09/2021,10-19,43068,38953,4115,9504,3,3,0
08/09/2021,20-29,63535,56634,6901,13652,10,10,0
08/09/2021,30-39,56108,50670,5438,12682,44,42,2
08/09/2021,40-49,49972,45729,4243,11547,153,121,32
08/09/2021,50-59,53171,49069,4102,10237,468,397,71
08/09/2021,60-69,35171,32856,2315,7983,1095,945,150
08/09/2021,70-79,18057,16957,1100,6687,1860,1574,286
08/09/2021,80 and older,16775,15274,1501,10158,4662,3735,927
08/10/2021,0-9,22607,21082,1525,6005,1,1,0
08/10/2021,10-19,43099,38983,4116,9511,3,3,0
08/10/2021,20-29,63584,56686,6898,13663,10,10,0
08/10/2021,30-39,56160,50723,5437,12694,44,42,2
08/10/2021,40-49,50010,45770,4240,11556,153,121,32
08/10/2021,50-59,53200,49100,4100,10243,469,397,72
08/10/2021,60-69,35202,32884,2318,7990,1095,945,150
08/10/2021,70-79,18074,16973,1101,6694,1860,1574,286
08/10/2021,80 and older,16781,15280,1501,10162,4662,3735,927
08/11/2021,0-9,22685,21150,1535,6026,1,1,0
08/11/2021,10-19,43225,39088,4137,9539,3,3,0
08/11/2021,20-29,63764,56828,6936,13701,10,10,0
08/11/2021,30-39,56314,50865,5449,12728,44,42,2
08/11/2021,40-49,50143,45886,4257,11586,153,121,32
08/11/2021,50-59,53302,49181,4121,10263,469,397,72
08/11/2021,60-69,35276,32950,2326,8007,1095,945,150
08/11/2021,70-79,18120,17015,1105,6711,1860,1574,286
08/11/2021,80 and older,16803,15299,1504,10175,4662,3735,927
08/12/2021,0-9,22771,21228,1543,6049,1,1,0
08/12/2021,10-19,43313,39167,4146,9559,3,3,0
08/12/2021,20-29,63915,56958,6957,13734,10,10,0
08/12/2021,30-39,56433,50964,5469,12755,44,42,2
08/12/2021,40-49,50237,45974,4263,11608,154,122,32
08/12/2021,50-59,53397,49269,4128,10281,471,399,72
08/12/2021,60-69,35331,33003,2328,8019,1096,946,150
08/12/2021,70-79,18161,17054,1107,6726,1862,1576,286
08/12/2021,80 and older,16816,15311,1505,10183,4666,3737,929
08/13/2021,0-9,22826,21275,1551,6064,1,1,0
08/13/2021,10-19,43372,39217,4155,9572,3,3,0
08/13/2021,20-29,64019,57042,6977,13756,10,10,0
08/13/2021,30-39,56537,51037,5500,12779,44,42,2
08/13/2021,40-49,50313,46033,4280,11626,154,122,32
08/13/2021,50-59,53465,49325,4140,10294,471,399,72
08/13/2021,60-69,35376,33040,2336,8030,1096,946,150
08/13/2021,70-79,18182,17072,1110,6734,1862,1576,286
08/13/2021,80 and older,16827,15322,1505,10189,4666,3738,928
08/16/2021,0-9,23015,21443,1572,6114,1,1,0
08/16/2021,10-19,43586,39391,4195,9619,3,3,0
08/16/2021,20-29,64350,57303,7047,13827,10,10,0
08/16/2021,30-39,56793,51246,5547,12837,44,42,2
08/16/2021,40-49,50550,46223,4327,11680,154,122,32
08/16/2021,50-59,53611,49446,4165,10322,471,399,72
08/16/2021,60-69,35487,33137,2350,8055,1096,946,150
08/16/2021,70-79,18234,17122,1112,6753,1862,1576,286
08/16/2021,80 and older,16872,15363,1509,10217,4666,3738,928
09/29/2021,0-9,26358,24383,1975,7002,1,1,0
09/29/2021,10-19,47333,42496,4837,10446,4,4,0
09/29/2021,20-29,68932,60979,7953,14812,13,12,1
09/29/2021,30-39,61214,54903,6311,13836,48,45,3
09/29/2021,40-49,53988,49083,4905,12475,165,131,34
09/29/2021,50-59,56702,52034,4668,10917,511,425,86
09/29/2021,60-69,37719,35055,2664,8561,1146,988,158
09/29/2021,70-79,19441,18150,1291,7200,1932,1627,305
09/29/2021,80 and older,17579,15921,1658,10645,4809,3819,990
09/30/2021,0-9,26379,24401,1978,7007,1,1,0
09/30/2021,10-19,47357,42517,4840,10451,4,4,0
09/30/2021,20-29,68950,60993,7957,14816,13,12,1
09/30/2021,30-39,61244,54929,6315,13843,48,45,3
09/30/2021,40-49,54010,49101,4909,12480,165,131,34
09/30/2021,50-59,56722,52052,4670,10921,511,425,86
09/30/2021,60-69,37734,35069,2665,8565,1146,988,158
09/30/2021,70-79,19450,18158,1292,7203,1932,1627,305
09/30/2021,80 and older,17585,15926,1659,10648,4809,3819,990
10/01/2021,0-9,26486,24498,1988,7036,1,1,0
10/01/2021,10-19,47481,42637,4844,10478,4,4,0
10/01/2021,20-29,69039,61069,7970,14835,13,12,1
10/01/2021,30-39,61355,55036,6319,13868,49,45,4
10/01/2021,40-49,54112,49201,4911,12503,168,134,34
10/01/2021,50-59,56797,52117,4680,10936,513,427,86
10/01/2021,60-69,37785,35113,2672,8576,1148,990,158
10/01/2021,70-79,19487,18194,1293,7217,1936,1631,305
10/01/2021,80 and older,17613,15949,1664,10665,4818,3828,990
10/04/2021,0-9,26654,24663,1991,7080,1,1,0
10/04/2021,10-19,47659,42805,4854,10518,4,4,0
10/04/2021,20-29,69178,61197,7981,14865,13,12,1
10/04/2021,30-39,61522,55193,6329,13906,49,45,4
10/04/2021,40-49,54242,49329,4913,12533,168,134,34
10/04/2021,50-59,56952,52263,4689,10965,513,427,86
10/04/2021,60-69,37871,35198,2673,8596,1148,990,158
10/04/2021,70-79,19536,18241,1295,7235,1936,1631,305
10/04/2021,80 and older,17637,15974,1663,10680,4818,3828,990
10/05/2021,0-9,26714,24718,1996,7096,1,1,0
10/05/2021,10-19,47717,42854,4863,10530,4,4,0
10/05/2021,20-29,69233,61241,7992,14876,13,12,1
10/05/2021,30-39,61594,55255,6339,13922,50,46,4
10/05/2021,40-49,54304,49383,4921,12548,168,134,34
10/05/2021,50-59,56991,52298,4693,10973,514,428,86
10/05/2021,60-69,37901,35223,2678,8603,1151,992,159
10/05/2021,70-79,19555,18260,1295,7242,1943,1638,305
10/05/2021,80 and older,17653,15988,1665,10690,4822,3830,992
